,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle
188932,0.83572,0.77601,0.81332,0.82617,0.82653,0.82229,0.81739,0.81475,0.80748,0.30058,0.10453,0.12869,66.34
157818,0.61538,0.59456,0.62884,0.65853,0.72096,0.74096,0.73358,0.75475,0.51052,0.10207,0.4273,0.39184,42.23
30152,0.28237,0.27948,0.31275,0.35116,0.53654,0.61832,0.53674,0.66957,0.03499,0.00072,0.65548,0.39346,76.17
178602,0.46904,0.43006,0.44882,0.48698,0.57506,0.60165,0.58623,0.61296,0.31639,0.00887,0.48162,0.37448,69.18
28214,0.19912,0.20313,0.29117,0.38174,0.46568,0.51407,0.529,0.56709,0.29907,0.02562,0.40908,0.29262,39.46
173116,0.75202,0.72114,0.75608,0.77991,0.84569,0.87855,0.87517,0.91422,0.65037,0.1434,0.09141,0.11373,31.75
3926,0.45174,0.47448,0.50865,0.61913,0.84372,0.85211,0.82705,0.85836,0.42477,0.00329,0.70272,0.46125,65.16
168348,0.41935,0.31729,0.36204,0.38612,0.41777,0.43328,0.41124,0.44198,0.15565,0.00179,0.23377,0.17604,83.86
83461,0.2874,0.38378,0.41745,0.50325,0.7409,0.8477,0.75068,0.90505,0.04605,0.00036,0.80295,0.49792,60.06
105018,0.32939,0.33798,0.35969,0.39994,0.5242,0.57885,0.53375,0.60995,0.16302,0.01691,0.31476,0.25833,56.16
91687,0.27504,0.31812,0.42237,0.47848,0.56432,0.63774,0.64916,0.74319,0.18281,0.00046,0.80327,0.60162,38.24
89989,0.19673,0.19643,0.21969,0.2537,0.36092,0.3974,0.39709,0.42734,0.17834,0.00057,0.46402,0.36625,49.41
115146,0.64308,0.61076,0.6487,0.68018,0.70427,0.71036,0.70965,0.71148,0.6444,0.14064,0.08342,0.10423,53.4
142310,0.77244,0.73316,0.75673,0.75735,0.77335,0.78036,0.75555,0.78228,0.46869,0.04609,0.09066,0.11075,41.01
143452,0.62763,0.56847,0.60505,0.62469,0.63718,0.64007,0.63493,0.64127,0.53001,0.07281,0.06238,0.07844,72.05
190745,0.80849,0.76889,0.7989,0.82449,0.88268,0.90714,0.87441,0.93217,0.7238,0.26214,0.09881,0.12248,48.95
183414,0.75127,0.67726,0.72431,0.7425,0.74902,0.74953,0.74102,0.74697,0.62637,0.14408,0.12083,0.14346,74.02
113845,0.83433,0.79374,0.8201,0.83126,0.84406,0.84787,0.83478,0.84714,0.74066,0.13175,0.05883,0.07529,35.53
46952,0.41214,0.42996,0.47114,0.51554,0.65737,0.7362,0.69108,0.82906,0.283,0.0821,0.72862,0.49755,47.2
133269,0.37135,0.37935,0.39232,0.46781,0.69029,0.74875,0.72508,0.77399,0.36462,0.03513,0.20146,0.19398,63.56
105891,0.8195,0.78777,0.83003,0.83993,0.85637,0.86937,0.85093,0.88219,0.77197,0.32459,0.13038,0.15791,42.08
134528,0.72738,0.6674,0.71027,0.73506,0.75838,0.76461,0.76164,0.76929,0.6961,0.21445,0.10026,0.12272,70.65
18769,0.77433,0.75337,0.81433,0.83494,0.8732,0.90508,0.87944,0.93318,0.5642,0.06399,0.63543,0.47921,40.78
32895,0.59602,0.54617,0.5768,0.59133,0.6253,0.65067,0.62431,0.67174,0.4409,0.07779,0.48325,0.37151,70.32
63267,0.22134,0.22449,0.23316,0.27989,0.47364,0.55184,0.50664,0.60592,0.04888,0.00053,0.64827,0.45438,71.17
108143,0.73799,0.70516,0.7298,0.7484,0.79248,0.81493,0.79597,0.83202,0.64064,0.15504,0.08881,0.11009,44.44
20232,0.46167,0.44483,0.47481,0.48534,0.53536,0.57021,0.54315,0.60843,0.23383,0.0074,0.58787,0.36756,54.81
63277,0.20916,0.18247,0.19437,0.22847,0.28768,0.32033,0.31295,0.36141,0.06176,0.00076,0.51742,0.36535,77.32
171023,0.44455,0.40243,0.42531,0.43853,0.48639,0.50776,0.48103,0.51807,0.21138,0.0153,0.21009,0.21218,71.96
116952,0.60323,0.56966,0.59107,0.60314,0.61812,0.62169,0.61538,0.62269,0.4847,0.04062,0.05657,0.07218,46.35
133124,0.60182,0.50631,0.56762,0.60143,0.62467,0.63231,0.61721,0.63746,0.36316,0.00568,0.10415,0.11887,80.71
33982,0.35091,0.31924,0.33053,0.36679,0.49169,0.54748,0.52754,0.58981,0.26614,0.05346,0.50111,0.3786,73.9
163385,0.6548,0.63638,0.6787,0.69718,0.77052,0.80867,0.77766,0.84163,0.43656,0.04252,0.09865,0.1209,44.26
98330,0.31791,0.39662,0.47759,0.54741,0.72286,0.78942,0.76452,0.81711,0.28751,0.00051,0.80617,0.60711,36.74
97705,0.29571,0.31302,0.36393,0.4028,0.63422,0.72984,0.68451,0.80899,0.08548,0.00031,0.88806,0.66763,62.12
81187,0.38741,0.41564,0.47168,0.53077,0.61055,0.65165,0.62652,0.68918,0.18021,0.00052,0.7782,0.58832,61.83
6716,0.3008,0.37709,0.4919,0.60281,0.99863,1.01487,0.96887,1.02982,0.41737,0.01074,0.93806,0.69018,46.11
199926,0.6503,0.61218,0.63944,0.65421,0.6661,0.67089,0.6674,0.67457,0.6083,0.30349,0.1307,0.15914,55.64
198208,0.68408,0.62044,0.66912,0.68291,0.70199,0.71752,0.69777,0.73616,0.45832,0.0406,0.19332,0.22532,73.55
34905,0.36611,0.37487,0.38295,0.45807,0.64672,0.70236,0.68099,0.73896,0.2875,0.00921,0.57185,0.41845,56.6
177175,0.60211,0.57818,0.62763,0.66945,0.78569,0.84588,0.84383,0.89155,0.51951,0.02589,0.06883,0.08655,56.21
157214,0.65896,0.56467,0.62902,0.65803,0.67311,0.6788,0.66904,0.68347,0.47117,0.02111,0.08082,0.09677,79.65
26474,0.8503,0.81328,0.85343,0.86565,0.87867,0.88643,0.87443,0.89265,0.63734,0.09595,0.74859,0.60602,45.42
56597,0.20521,0.13674,0.12624,0.14725,0.20421,0.21625,0.20791,0.22291,0.07268,0.00205,0.20134,0.14559,84.49
75687,0.281,0.33334,0.40666,0.46048,0.61422,0.67859,0.62193,0.72733,0.06969,0.00029,0.66192,0.4534,40.14
113951,0.47181,0.46104,0.48116,0.5351,0.79088,0.90734,0.908,0.96245,0.58078,0.23112,0.24235,0.25608,51.2
59625,0.20373,0.2531,0.22376,0.31814,0.58929,0.68041,0.59585,0.73357,0.0254,0.00033,0.46117,0.32029,55.43
180886,0.59722,0.4831,0.55177,0.59389,0.62669,0.63829,0.6346,0.64276,0.53744,0.11832,0.09734,0.11395,83.06
83633,0.20218,0.26729,0.27034,0.39466,0.59337,0.65349,0.68602,0.70935,0.65885,0.26192,0.62815,0.42256,51.54
97577,0.2141,0.2318,0.27789,0.2888,0.33665,0.37592,0.36478,0.42735,0.06099,0.00032,0.56814,0.46323,42.21
148170,0.81835,0.79237,0.84821,0.84278,0.89698,0.93558,0.85341,0.9569,0.63346,0.11165,0.09388,0.11454,39.21
158293,0.46732,0.5344,0.63926,0.65943,0.8436,0.95427,0.82688,1.02452,0.18551,0.00368,0.6923,0.41447,33.72
16086,0.33321,0.30843,0.32349,0.35538,0.43389,0.4724,0.42334,0.49339,0.16104,0.02169,0.41773,0.28903,78.81
98686,0.29493,0.31473,0.37829,0.41136,0.70035,0.86742,0.77344,0.97558,0.02026,0.0005,0.88902,0.56773,71.71
159329,0.30636,0.27635,0.30708,0.33345,0.40707,0.42864,0.42105,0.44096,0.23899,0.04408,0.40696,0.32788,75.18
183894,0.47728,0.46729,0.51331,0.54719,0.62858,0.65448,0.64678,0.66497,0.43362,0.02136,0.0728,0.09208,57.96
128811,0.6203,0.58107,0.61371,0.63782,0.67232,0.68177,0.68485,0.68857,0.64379,0.28573,0.15492,0.18337,62.18
50434,0.23954,0.26052,0.2637,0.33319,0.51531,0.57933,0.56182,0.65087,0.10846,0.00035,0.82572,0.58826,32.23
6171,0.53774,0.46723,0.50427,0.52735,0.54355,0.55231,0.54941,0.56125,0.45223,0.14522,0.45584,0.37817,77.31
114471,0.63065,0.60566,0.63932,0.65712,0.69012,0.70172,0.69025,0.71024,0.44289,0.0136,0.06919,0.08653,41.03
58191,0.15265,0.20043,0.18327,0.27324,0.49401,0.56851,0.49167,0.60793,0.01945,0.00037,0.29754,0.1524,66.0
31920,0.90434,0.83807,0.88499,0.87215,0.89789,0.92004,0.86738,0.93687,0.46293,0.07664,0.4907,0.42445,58.62
121433,0.66482,0.63353,0.68524,0.7137,0.80625,0.86812,0.8497,0.93343,0.50266,0.03067,0.05858,0.07439,57.76
134132,0.61793,0.59419,0.60738,0.64789,0.7793,0.83595,0.73782,0.87178,0.40176,0.02107,0.082,0.10177,67.89
96402,0.22775,0.26285,0.24074,0.29569,0.52593,0.62122,0.50842,0.65836,0.00953,0.00041,0.38887,0.18136,71.71
145727,0.81082,0.76812,0.80475,0.82003,0.86274,0.91917,0.85448,0.92687,0.63657,0.09934,0.07049,0.08927,49.21
98750,0.29137,0.35792,0.29,0.4651,0.82877,0.90939,0.92915,0.95819,0.72038,0.05817,0.7837,0.53661,47.23
134130,0.85016,0.80974,0.84301,0.85315,0.90331,0.93103,0.86279,0.94514,0.62528,0.08017,0.0721,0.09116,40.26
79404,0.17835,0.16219,0.16557,0.16041,0.22018,0.25376,0.21493,0.26949,0.00847,0.00046,0.26909,0.15686,71.18
108963,0.70844,0.68412,0.73487,0.74066,0.77259,0.80434,0.77591,0.84522,0.51134,0.04657,0.05851,0.07478,46.59
18200,0.83231,0.75354,0.79544,0.775,0.8038,0.82749,0.77024,0.84395,0.18826,0.00057,0.55746,0.47096,65.57
169529,0.34813,0.3361,0.35846,0.37862,0.41609,0.43976,0.42754,0.4634,0.2109,0.03151,0.27594,0.25043,53.72
154535,0.35751,0.28317,0.29299,0.31863,0.3629,0.36956,0.36109,0.37188,0.21839,0.01009,0.27547,0.18376,81.2
95269,0.26819,0.26561,0.30631,0.36011,0.49969,0.53543,0.54114,0.57049,0.32505,0.00375,0.60511,0.46766,68.05
150252,0.56296,0.47068,0.52768,0.56336,0.57762,0.58194,0.58385,0.58651,0.56277,0.29603,0.1555,0.17889,81.96
21143,0.87968,0.83902,0.88122,0.88527,0.90553,0.91978,0.89287,0.93071,0.59574,0.11434,0.66652,0.53459,48.38
40952,0.63826,0.56573,0.60114,0.61861,0.63334,0.63944,0.62835,0.64414,0.40287,0.01652,0.4874,0.39616,71.93
8887,0.64521,0.58965,0.65112,0.6967,0.77263,0.78341,0.75774,0.79248,0.54077,0.12423,0.59109,0.49292,70.61
159171,0.48439,0.5072,0.53117,0.51999,0.67099,0.78279,0.68483,0.88281,0.09618,0.00176,0.40264,0.28345,46.75
163074,0.58608,0.54879,0.58423,0.60496,0.66376,0.68741,0.68266,0.6993,0.48917,0.05851,0.52433,0.48767,56.66
154332,0.89393,0.85751,0.90764,0.91862,0.94923,0.95805,0.9183,0.95755,0.85404,0.32043,0.11174,0.13775,45.96
128133,0.30642,0.30279,0.33809,0.40196,0.62585,0.69319,0.69191,0.74311,0.373,0.02028,0.48936,0.47831,65.8
77793,0.18824,0.16563,0.18049,0.21448,0.37122,0.43522,0.42009,0.47672,0.08869,0.00058,0.33513,0.22205,73.23
181841,0.65651,0.59371,0.64166,0.67326,0.70314,0.7153,0.71526,0.72769,0.66399,0.35693,0.18385,0.20996,75.82
198205,0.3654,0.35069,0.38546,0.43134,0.52259,0.55949,0.53463,0.59412,0.21598,0.00939,0.18998,0.19022,74.77
18722,0.48416,0.52996,0.59989,0.60537,0.70143,0.76832,0.69122,0.81712,0.14404,0.0219,0.90399,0.51789,32.93
162517,0.66706,0.60653,0.6421,0.65858,0.68666,0.69782,0.68078,0.70297,0.43732,0.0426,0.50015,0.42571,67.56
101915,0.73876,0.71387,0.74671,0.787,0.97338,0.98559,0.93292,0.99146,0.63643,0.1569,0.12434,0.1477,46.25
15770,0.37701,0.29147,0.31451,0.38122,0.45563,0.47433,0.47997,0.50704,0.2928,0.00738,0.45883,0.32985,83.95
45621,0.90176,0.86418,0.91096,0.92777,0.9453,0.95625,0.9456,0.96778,0.66424,0.07074,0.77128,0.61299,31.65
190097,0.6828,0.59943,0.65449,0.68324,0.69789,0.70631,0.70406,0.71494,0.63531,0.19019,0.09625,0.1167,78.71
128175,0.81534,0.77955,0.80481,0.81294,0.84546,0.86714,0.82722,0.87582,0.62748,0.13144,0.09888,0.1216,38.97
37607,0.23031,0.23591,0.31691,0.38621,0.47926,0.53799,0.55238,0.6105,0.23071,0.00078,0.53245,0.34968,61.68
57576,0.26193,0.27313,0.312,0.33053,0.44109,0.49804,0.46145,0.54885,0.05024,0.00038,0.66149,0.47918,62.53
6845,0.59837,0.55965,0.58693,0.60868,0.65419,0.67298,0.65626,0.68693,0.46367,0.07208,0.61451,0.52939,62.68
77394,0.19907,0.23323,0.21526,0.34592,0.6687,0.73779,0.75347,0.77298,0.61478,0.08007,0.48317,0.33863,55.71
184059,0.60049,0.54947,0.57965,0.59874,0.66277,0.68264,0.65798,0.69234,0.30737,0.00103,0.08697,0.10105,70.86
133471,0.50265,0.48021,0.49534,0.5189,0.57337,0.59847,0.58872,0.62681,0.26879,0.00074,0.06835,0.08453,37.56
81668,0.20833,0.23527,0.29396,0.35234,0.54408,0.64657,0.58203,0.71104,0.03549,0.00049,0.47372,0.26774,71.99
57361,0.11865,0.10558,0.10719,0.14794,0.24596,0.28528,0.26645,0.31354,0.033,0.00052,0.1654,0.09505,73.59
40309,0.84254,0.80049,0.84112,0.84174,0.86226,0.87901,0.84687,0.89125,0.57325,0.16696,0.71198,0.59954,44.16
136522,0.80564,0.7588,0.80025,0.83072,0.88927,0.89104,0.86746,0.88769,0.79897,0.33935,0.13209,0.15999,62.82
36516,0.48117,0.44842,0.47455,0.49574,0.58005,0.62046,0.59871,0.65158,0.18551,0.00052,0.54527,0.44637,68.96
5521,0.32351,0.33872,0.32907,0.44815,0.77854,0.79069,0.7552,0.80061,0.28845,0.00078,0.48909,0.33785,69.03
157431,0.55184,0.54915,0.59397,0.58191,0.77836,0.86322,0.71555,0.90834,0.02798,0.0003,0.66663,0.43751,58.13
14995,0.32016,0.40328,0.35399,0.55506,1.06673,1.07784,1.04553,1.08738,0.52722,0.00177,0.53959,0.32514,33.8
113127,0.47331,0.40451,0.44437,0.49003,0.54575,0.55756,0.55903,0.56542,0.49571,0.20951,0.15073,0.17192,81.03
7758,0.75465,0.72459,0.76302,0.75266,0.77727,0.80161,0.7614,0.82083,0.27538,0.00048,0.63814,0.46464,37.97
181952,0.57953,0.52768,0.59576,0.63695,0.68861,0.71436,0.72481,0.73604,0.63358,0.08422,0.10953,0.12873,72.47
50786,0.36544,0.38485,0.40458,0.45661,0.60948,0.66292,0.64889,0.67822,0.31619,0.00108,0.3962,0.18659,33.7
172863,0.62946,0.56894,0.62276,0.62981,0.70871,0.75035,0.70789,0.77909,0.18165,0.00072,0.06618,0.07793,72.24
26500,0.46431,0.32686,0.36029,0.38059,0.39,0.39144,0.37556,0.39074,0.16993,0.00258,0.29364,0.22616,84.9
121057,0.8124,0.76467,0.80345,0.82015,0.85218,0.86171,0.84779,0.85915,0.66168,0.09641,0.09057,0.11214,52.41
72786,0.26112,0.29439,0.29236,0.36854,0.66069,0.76779,0.66201,0.82796,0.02301,0.0003,0.54893,0.28025,59.02
128038,0.77593,0.73664,0.76278,0.77978,0.82122,0.83288,0.82423,0.83426,0.71687,0.15179,0.07727,0.09341,33.41
117731,0.5155,0.40243,0.46776,0.515,0.54064,0.54938,0.55471,0.55945,0.53849,0.26844,0.12998,0.14931,84.77
55834,0.31625,0.29018,0.42736,0.40265,0.51731,0.62861,0.52132,0.7117,0.01432,0.00114,0.71682,0.41906,84.19
148446,0.65065,0.62595,0.65936,0.67098,0.73053,0.77393,0.72966,0.81314,0.45712,0.03927,0.05503,0.07057,42.9
170898,0.65037,0.56815,0.6189,0.63754,0.65846,0.67025,0.65226,0.67962,0.41006,0.02028,0.09781,0.11792,78.24
176211,0.59838,0.5881,0.614,0.6407,0.74351,0.78885,0.762,0.84079,0.25902,0.0008,0.53744,0.34522,44.44
70843,0.36237,0.44778,0.49637,0.64461,0.73625,0.77847,0.79583,0.83677,0.51868,0.00978,0.85198,0.68724,52.76
166392,0.57751,0.53666,0.57932,0.62391,0.86205,0.89478,0.87735,0.89677,0.56293,0.00739,0.08602,0.10187,66.37
24599,0.24084,0.28333,0.30167,0.42517,0.6743,0.72813,0.73206,0.76209,0.46907,0.00934,0.63165,0.44734,66.06
33447,0.50469,0.51219,0.64038,0.70032,0.86693,0.9672,0.90855,0.98603,0.25126,0.00046,0.69556,0.45256,52.76
8666,0.75542,0.73603,0.75022,0.7679,0.87135,0.94108,0.85602,1.00223,0.36882,0.00785,0.56678,0.35047,37.77
146747,0.8782,0.83497,0.86678,0.87146,0.89257,0.90168,0.86821,0.89828,0.6466,0.05672,0.06232,0.07941,36.27
158336,0.60583,0.54263,0.59554,0.62684,0.68303,0.7238,0.70649,0.76311,0.56667,0.21879,0.15184,0.17451,77.42
17265,0.6616,0.66273,0.69214,0.75993,0.97305,1.07519,0.98905,1.09679,0.40193,0.01168,0.55583,0.3403,34.59
54464,0.16954,0.16141,0.16466,0.1711,0.20459,0.22258,0.20701,0.23607,0.03221,0.00039,0.23336,0.17923,39.51
168739,0.84017,0.77935,0.81725,0.82757,0.83103,0.82788,0.81746,0.81978,0.71835,0.12884,0.07274,0.09163,61.98
5610,0.49114,0.38167,0.42146,0.44505,0.4637,0.47351,0.46066,0.48203,0.25581,0.00806,0.33138,0.23286,83.46
191094,0.64852,0.616,0.64925,0.65888,0.73548,0.78455,0.72418,0.82509,0.33111,0.0052,0.06518,0.0818,61.41
48353,0.46816,0.45586,0.48637,0.52613,0.66177,0.72181,0.70753,0.763,0.28851,0.0011,0.52143,0.40385,51.32
169609,0.81321,0.77401,0.80546,0.80096,0.82499,0.84591,0.80733,0.86257,0.5566,0.04415,0.07651,0.09317,41.36
167375,0.53459,0.47387,0.51019,0.56045,0.69002,0.72658,0.66302,0.74757,0.30832,0.01796,0.08563,0.10133,79.62
192491,0.91882,0.87229,0.90215,0.90451,0.90798,0.90702,0.88962,0.90214,0.71393,0.14937,0.08082,0.10176,31.88
193057,0.63448,0.55535,0.61492,0.65441,0.73704,0.75763,0.73143,0.76855,0.53997,0.12834,0.15112,0.17557,78.93
193210,0.7759,0.72878,0.76388,0.78111,0.78987,0.79121,0.78852,0.79102,0.72602,0.26338,0.11246,0.13586,54.46
68500,0.90159,0.82427,0.88893,0.8176,0.87817,0.94163,0.82784,0.98136,0.0618,0.0005,0.90958,0.76471,71.99
33852,0.31034,0.35774,0.36766,0.46482,0.69166,0.75186,0.73395,0.79094,0.32422,0.00601,0.62047,0.44997,46.15
167912,0.57172,0.53342,0.56051,0.58075,0.64288,0.6708,0.63486,0.68098,0.41451,0.05919,0.07841,0.0972,69.74
153783,0.49433,0.5061,0.53922,0.64974,0.8647,0.90471,0.90877,0.91464,0.79355,0.29057,0.16976,0.19215,64.54
72330,0.14911,0.11334,0.11083,0.1326,0.16484,0.17589,0.17893,0.19216,0.09484,0.00114,0.21429,0.16561,76.06
174342,0.50922,0.42585,0.47031,0.53374,0.64603,0.67976,0.67987,0.6798,0.59751,0.1686,0.09858,0.11556,82.71
18684,0.46323,0.43816,0.47916,0.50049,0.51865,0.53046,0.53047,0.54462,0.43555,0.18849,0.55659,0.50066,64.03
108283,0.67619,0.67872,0.74095,0.77454,0.9223,0.97597,0.85778,1.00967,0.45878,0.08684,0.07947,0.10326,42.08
146677,0.712,0.65001,0.69596,0.72076,0.74323,0.75122,0.74933,0.75683,0.64158,0.16408,0.11362,0.13723,70.42
13010,0.32655,0.29133,0.31082,0.34966,0.4244,0.44939,0.45618,0.47675,0.30059,0.01148,0.48302,0.38336,72.76
159297,0.62034,0.55429,0.59364,0.62292,0.66213,0.67969,0.66698,0.68996,0.56604,0.1806,0.1224,0.14599,76.52
140977,0.633,0.61334,0.64113,0.67708,0.75828,0.79703,0.78561,0.84168,0.52997,0.0819,0.08593,0.10775,42.62
12189,0.67603,0.65558,0.69695,0.67049,0.72023,0.77214,0.70576,0.81283,0.1758,0.00033,0.60055,0.33883,38.94
46997,0.28037,0.24904,0.26863,0.28803,0.31054,0.3238,0.32817,0.33989,0.23742,0.02547,0.4047,0.28147,70.14
52358,0.30035,0.35252,0.45804,0.57247,0.80521,0.89542,0.89626,0.97741,0.33867,0.00051,0.82182,0.59361,58.4
98959,0.35708,0.43252,0.49542,0.63582,0.83662,0.88331,0.86131,0.88349,0.48521,0.00483,0.67643,0.47009,70.26
81719,0.22372,0.25872,0.24312,0.34762,0.57205,0.61583,0.6084,0.61189,0.48118,0.07272,0.57553,0.45125,68.74
133329,0.69371,0.64342,0.69634,0.72086,0.75112,0.78597,0.76889,0.84549,0.67445,0.25355,0.10533,0.12889,69.74
76809,0.42105,0.44494,0.53847,0.58537,0.82392,0.91661,0.86302,0.95804,0.18636,0.00076,0.91568,0.78747,74.32
156427,0.69453,0.65724,0.67895,0.62277,0.65929,0.70443,0.62106,0.73496,0.15068,0.00869,0.25873,0.24197,34.43
165178,0.91819,0.86696,0.8991,0.89239,0.90034,0.9025,0.87371,0.89734,0.64908,0.09431,0.07872,0.09934,46.16
177052,0.77073,0.70191,0.74658,0.76763,0.77372,0.77354,0.77048,0.77103,0.74978,0.34353,0.17387,0.19967,71.95
137632,0.75731,0.72696,0.78273,0.83717,0.87952,0.90258,0.91601,0.92635,0.87392,0.40372,0.18335,0.21602,59.98
27140,0.12602,0.09765,0.08663,0.08501,0.08324,0.08147,0.07948,0.07922,0.05674,0.00574,0.06887,0.06087,47.3
144455,0.48671,0.4909,0.50414,0.60654,0.97431,0.98395,0.97456,0.98873,0.75038,0.22602,0.23453,0.26988,54.36
137538,0.67336,0.669,0.68198,0.76865,0.99235,0.9977,0.95849,0.99695,0.53267,0.03205,0.07221,0.0907,42.61
165205,0.591,0.56767,0.59591,0.61068,0.6695,0.69679,0.66656,0.71573,0.31002,0.00638,0.07048,0.0882,39.72
37587,0.44198,0.43922,0.49722,0.51206,0.70483,0.79282,0.70702,0.81929,0.07697,0.00036,0.72435,0.54131,67.28
58407,0.30607,0.34567,0.37539,0.52202,0.87568,0.94956,0.94912,0.9902,0.50351,0.00301,0.8376,0.60287,71.28
97396,0.21396,0.28984,0.30302,0.35965,0.51298,0.58195,0.5074,0.62852,0.02125,0.00039,0.60613,0.39417,54.27
20768,0.40016,0.29634,0.32426,0.35181,0.40209,0.41762,0.40437,0.42516,0.1784,0.00191,0.32491,0.26148,84.13
82880,0.97931,0.91259,0.93724,0.85884,0.90872,0.96226,0.85386,0.99262,0.08148,0.00033,0.12741,0.16475,48.62
108546,0.5995,0.55987,0.59286,0.6189,0.67272,0.6897,0.69207,0.70471,0.55962,0.08032,0.09538,0.11756,60.71
27178,0.55113,0.47623,0.4989,0.49833,0.51403,0.52714,0.50029,0.53698,0.17268,0.00075,0.45975,0.38269,73.54
154852,0.52409,0.55437,0.60528,0.6656,0.86092,0.93169,0.90398,0.97261,0.3361,0.00065,0.13034,0.13771,37.67
74182,0.31726,0.27149,0.33251,0.33173,0.54288,0.68616,0.55406,0.79701,0.01082,0.00103,0.74095,0.37812,83.88
152517,0.89917,0.86249,0.90254,0.91253,0.93935,0.96126,0.93302,0.97448,0.62615,0.09627,0.75591,0.61196,41.21
167554,0.64387,0.56843,0.63178,0.66536,0.70202,0.74055,0.70448,0.7494,0.54102,0.11873,0.10755,0.12438,78.48
118565,0.62255,0.53827,0.59289,0.62675,0.70435,0.73711,0.71956,0.74877,0.43572,0.01954,0.09223,0.10633,78.63
11467,0.51113,0.57048,0.7293,0.84164,1.04255,1.12411,1.09001,1.13225,0.58914,0.01925,0.92031,0.57335,33.61
137356,0.57986,0.54333,0.57232,0.57182,0.5973,0.60865,0.57995,0.61283,0.2244,0.00053,0.04639,0.05791,52.38
180561,0.80827,0.7711,0.80113,0.82265,0.86475,0.88167,0.87369,0.89865,0.73945,0.25376,0.10297,0.12325,33.34
55573,0.44114,0.52805,0.49124,0.59077,0.91383,0.96494,0.85737,0.99429,0.08557,0.00031,0.93509,0.55393,38.31
20160,0.5288,0.49886,0.51888,0.52385,0.5306,0.53584,0.5253,0.53871,0.36881,0.05836,0.45611,0.35419,52.95
187928,0.76339,0.73316,0.75803,0.79144,0.89148,0.93569,0.86554,0.958,0.69056,0.30955,0.47806,0.32089,50.54
106332,0.53632,0.5084,0.52782,0.54304,0.61444,0.65426,0.61479,0.69061,0.31225,0.01153,0.09677,0.11632,61.18
111412,0.67296,0.70368,0.75341,0.7458,0.93121,1.00595,0.88281,1.03767,0.07056,0.00033,0.10461,0.10384,33.27
196409,0.72266,0.70827,0.74082,0.82904,0.98112,0.98067,0.96672,0.97783,0.71719,0.04082,0.07656,0.09569,50.58
55745,0.21785,0.23364,0.22398,0.25839,0.39179,0.45651,0.38758,0.49716,0.01011,0.00037,0.33932,0.19907,67.06
132578,0.36293,0.31961,0.33836,0.3718,0.45479,0.48339,0.45436,0.50329,0.18304,0.00346,0.1198,0.13306,80.35
20766,0.89993,0.864,0.89516,0.90583,0.92269,0.93433,0.91605,0.94135,0.64892,0.09898,0.66119,0.48865,32.39
46633,0.76084,0.74086,0.77468,0.78132,0.85044,0.9298,0.84279,1.03312,0.39511,0.01865,0.68593,0.48169,33.67
147769,0.83421,0.78343,0.81705,0.82596,0.83381,0.83442,0.82041,0.83057,0.65041,0.06494,0.07051,0.08906,55.57
194962,0.63161,0.63347,0.66648,0.75097,0.9777,1.00026,0.92779,1.01509,0.59735,0.24071,0.0992,0.12253,43.84
7003,0.53664,0.5239,0.54939,0.5903,0.77009,0.83926,0.80542,0.89231,0.21533,0.00039,0.57605,0.41006,49.59
62549,0.17233,0.19697,0.17077,0.2687,0.45621,0.49032,0.48909,0.50334,0.32831,0.00972,0.28542,0.1918,46.89
72478,0.63586,0.67982,0.78146,0.7822,0.86399,0.90661,0.83688,0.91235,0.20437,0.00031,0.61978,0.24409,37.44
58479,0.23021,0.27524,0.29277,0.41334,0.8025,0.88866,0.8825,0.93667,0.43653,0.00119,0.69121,0.4202,41.39
163776,0.52648,0.46017,0.51511,0.54418,0.5609,0.5694,0.57171,0.57922,0.48023,0.0686,0.11829,0.13702,77.84
150164,0.77679,0.70335,0.75098,0.77309,0.77992,0.77973,0.77596,0.77746,0.75504,0.36471,0.18752,0.21216,73.83
57300,0.89163,0.81083,0.90591,0.94405,0.96493,0.9752,0.96711,0.98833,0.68284,0.04207,0.94218,0.91967,75.8
141201,0.23562,0.24477,0.29179,0.31552,0.34904,0.3644,0.36452,0.37751,0.23378,0.0051,0.26297,0.2446,37.92
136901,0.44842,0.46222,0.49585,0.58568,0.74366,0.78477,0.78373,0.80458,0.54842,0.03573,0.1248,0.14354,46.72
77918,0.2623,0.30851,0.48251,0.57142,0.68991,0.77523,0.78681,0.86575,0.30152,0.00052,0.67653,0.47843,45.37
184219,0.47207,0.41623,0.44204,0.43806,0.47176,0.49698,0.46514,0.52206,0.1051,0.00046,0.36427,0.2404,72.76
12710,0.33257,0.35818,0.40509,0.44311,0.63346,0.74642,0.68604,0.85751,0.04673,0.00036,0.83813,0.56169,57.32
175658,0.8851,0.83859,0.87451,0.87723,0.88578,0.89316,0.87152,0.89688,0.76588,0.2295,0.11665,0.1417,43.94
164119,0.55928,0.46709,0.52415,0.56517,0.60182,0.61402,0.6209,0.62657,0.6054,0.2765,0.12482,0.14644,82.44
30872,0.4038,0.39648,0.42816,0.47864,0.66184,0.76729,0.717,0.8586,0.18655,0.00099,0.51205,0.32957,61.35
